Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_3yEltJMKBH5kFK9,MAMTY62445,-,MA,Maestría en Administración,Negocios,Maestría,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_2tbaxKF064gHjVP,LEMCCM154499,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Ciudad de México,Mujer,0
R_2lb6NiLWGdoWqXv,DACCM76804,R_3qlC4NLCPwK7heQ,DA,Doctorado eIBS Ingeniero Bioquímico Administrador en Servicios Alimentarios,Ingeniería y Ciencias,Maestría,1998,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_ZEw9L6B1rHRlIBP,IISMTY195317,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_2xXD7FJBcaFhakN,ARQMTY6640,R_1n1rKkvofXaBUB9,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1972,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_1Lbd5IgUXZ9lMAy,MAQRO57068,R_892RczfSBjQuQiB,MA,Maestría en Administración,Negocios,Maestría,2002,00´s,00´s - 1,ITESM Campus Querétaro,Mujer,0
R_31NMh3tuXH6kSsZ,ICMTY102772,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_cGPSsCwZfXqXcY1,DINMTY10597,R_31cTATtJEArFtp7,DIN,Doctorado en Informática,Ingeniería y Ciencias,Doctorado,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,0
R_3Lj58k7iJgP5rtX,MAMTY16733,-,MA,Maestría en Administración,Negocios,Maestría,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3KN3RKDwBMJbu4E,MSMCEM19607,R_1qaZGHgKzS0yW5t,MSM,Maestría en Ciencias con especialidad en Sistemas de Manufactura,Ingeniería y Ciencias,Maestría,1995,90´s,90´s - 2,ITESM Campus Estado de México,Hombre,-
R_2th5Z3WZKlFr7Ig,MA-94000,-,MA,Maestría en Administración,Negocios,Maestría,2003,00´s,00´s - 1,ITESM Universidad Virtual,Hombre,0
R_2ZCWWuCdIoDU2a6,MEE-273186,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2011,01´s,01´s - 1,ITESM Universidad Virtual,Mujer,-
R_3n9jaK8s8u1pNkY,IMTMTY239168,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_1E9U6WJHsfooEl8,MAGDL85548,R_1kNVI1DYPTmSihc,MA,Maestría en Administración,Negocios,Maestría,1998,90´s,90´s - 2,ITESM Campus Guadalajara,Hombre,0
R_2Y9tJ1pzB6V7Ypr,LEMCSF258475,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Santa Fe,Mujer,-
R_1ODzY5sdveud8j9,MAMTY75716,-,MA,Maestría en Administración,Negocios,Maestría,1996,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_1q8vJ60ezOowcud,IMTMTY207086,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_22xYAdEgusrlPJy,MAMTY44974,R_Dra854zX3R5QTGF,MA,Maestría en Administración,Negocios,Maestría,1990,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_3MPS0tysKHujkZk,LNBCCM248457,R_9FGim1vLZIjI7GF,LNB,Licenciado en Nutrición y Bienestar Integral ,Medicina y Ciencias de la salud,Profesional,2013,01´s,01´s - 1,ITESM Campus Ciudad de México,Mujer,-
R_3IPHeXRNPVtPKpW,MGP-193495,R_3fpHYbz6DVkVRto,MGP,Maestría en Gestión Pública Aplicada,Gobierno y Ciencias Sociales,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_1OjIYHbJpyeTBw9,LRIMTY82788,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_2U4Vo57zT774Ug1,MTE-279766,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_12PBV0syjR284OA,IISMTY32597,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_063hK3pbcQJ4ki5,LDNCHI167904,-,LDN,Licenciado en Innovación y Dirección de Negocios,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Chihuahua,Mujer,-
R_2D2FGIlpbW3DlnL,RECMTY45920,R_1ItJA5WvBtaFfCG,REC,Especialidad en Cirugía General,Medicina y Ciencias de la Salud,Especialidad,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_RIjrB7l6MAtks13,MCOMTY52902,R_3HnzUdwOJqTKxa5,MCO,Maestría en Ciencias en Comunicación,Humanidades y Educación,Maestría,2009,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_2pW7zaTpVfjMOA6,MSCMTY32515,-,MSC,Maestría en C.E.Sis. Computac.,Ingeniería y Ciencias,Maestría,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,0
R_3hnyXk3b7okz3Sq,MAIMTY34013,R_2TuQaARbyh2tXlp,MAI,Maestría en Administración de Sistemas de Información,Ingeniería y Ciencias,Maestría,1995,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,-
R_1P7AnHi6GJJZO1u,MEE-38684,R_1ozQ7oU4mcX980U,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2003,00´s,00´s - 1,ITESM Universidad Virtual,Mujer,0
R_3O1VOsZGDZovVmJ,ISCMTY32605,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_2YlxXCON4QF6lOR,MEDMTY46463,R_294lk8Nsj9fy9ar,MED,Maestría en Educación,Humanidades y Educación,Maestría,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_DoTe5Mw3t6oaUyl,MACCM20786,R_3Q1AVmstBpGhcU9,MA,Maestría en Administración,Negocios,Maestría,1982,80´s,80´s - 1,ITESM Campus Ciudad de México,Mujer,-
R_OIoGXPJ4vuLdIWt,LAEPUE242121,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_3HhS6o5PIEA0IlJ,MAMTY77681,-,MA,Maestría en Administración,Negocios,Maestría,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_2Sx9X5QANfN7Flb,LRICSF228857,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2013,01´s,01´s - 1,ITESM Campus Santa Fe,Mujer,-
R_1d7iGhYwrU0w1mm,MBAEGADE228834,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2014,01´s,01´s - 1,Sede EGADE Business School,Hombre,0
R_3DumYGzJMqk6ZDu,MICMTY31832,-,MIC,Maestría en Ingeniería Computacional,Ingeniería y Ciencias,Maestría,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,0
R_2wuAaXdiE2WK6ro,MEE-277059,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_28HuqlkyZbcNClC,MEH-54025,-,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2009,00´s,00´s - 2,Universidad TecVirtual,Mujer,-
R_1pyxgAUJmFjLx0Y,IISCCV96087,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Central de Ver.,Mujer,-
R_1P0LBOsbwr4lU95,MCAMTY43105,R_zcdenKWBUIDoUNj,MCA,Maestría en ciencias administrativas,Negocios,Maestría,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1hKkDHkU1l0Y1v1,LINCVA250161,R_33d805F99XagVWG,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2011,01´s,01´s - 1,ITESM Campus Cuernavaca,Hombre,-
R_21GqlmWJH4mQYig,MAMTY25181,R_2rJvg4u7ty3KCED,MA,Maestría en Administración,Negocios,Maestría,1988,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_24izwktsD5vhjxz,DACCM14967,R_3J8dDs5sLguayLm,DA,Doctorado eIBS Ingeniero Bioquímico Administrador en Servicios Alimentarios,Ingeniería y Ciencias,Maestría,1998,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_3kNEehZegCZSH0y,MTI-69701,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_1LG4bgX2oDfnuBu,MAD-280858,-,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_30dRG5lhjkEE1Kv,IISMTY15477,R_A6fFpG0FvGoXQJz,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1982,80´s,80´s - 1,ITESM Campus Monterrey,Prefiero no decirlo,-
R_tFJM3TDjzAHk8ed,IMTSON196813,R_1LNHquvUNuakzDN,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Sonora Norte,Hombre,-
R_3fcvyoYwutkxE1f,MAMTY45688,R_pyFCJN4DMm6YeVX,MA,Maestría en Administración,Negocios,Maestría,1991,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,93.75
R_3dLIeuea1x9nNvi,LAFCVA250518,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2012,01´s,01´s - 1,ITESM Campus Cuernavaca,Hombre,-
R_1pzAKntUFAxsoOK,ARQPUE282186,R_Or3Ht6jETgNfbZT,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Hombre,-
R_ujGvSYcq3Qzzk77,INTMTY272419,R_1hzEjhgj2eAasZ7,INT,Ingeniero en Negocios y Tecnologías de Información ,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_1IoMi7xxmwZMB40,LRICSF91232,R_DTXW2l2peYylH3z,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2010,01´s,01´s - 1,ITESM Campus Santa Fe,Hombre,0
R_uwsAX7pfOtbj5At,MBAEGADE248292,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2014,01´s,01´s - 1,Sede EGADE Business School,Hombre,-
R_2BnaTHqzU3so8Rx,INTCCM283636,-,INT,Ingeniero en Negocios y Tecnologías de Información ,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Ciudad de México,Mujer,-
R_UrKAJ7xTSPflcu5,ISEGDL221806,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_OKgxud6yYH2cOWJ,MTE-226848,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_1FxLGQX4jTeprXC,MQMTY17765,-,MQ,Maestría en Química,Ingeniería y Ciencias,Maestría,1978,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_2w69ztCBcahODnU,IMAPUE241052,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Puebla,Hombre,-
R_1nOxZSYG5MeH3LG,IECMTY27866,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1988,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3qeZpTlyUuHicmh,MBAEGADE112079,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2015,01´s,01´s - 2,Sede EGADE Business School,Mujer,0
R_10pWS2tPUo8A7ow,MSIMTY14147,-,MSI,Maestría en Ciencias con especialidad en Sistemas de Información,Ingeniería y Ciencias,Maestría,1982,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_2PBalPuU3DaANIF,IECMTY169048,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2000,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_3iyxsXRMdyOelvJ,IECMTY32678,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_BJnfXyLtsPF1tdv,IISCCM218899,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2012,01´s,01´s - 1,ITESM Campus Ciudad de México,Mujer,-
R_2EEv4a0bCKqI0lc,IISCCM158543,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Ciudad de México,Hombre,0
R_3oWONHULCTcMWgn,CPCEM102855,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Estado de México,Hombre,0
R_3qkfDuuwRHsXG2G,MTE-274998,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_1i5v2DNV6GbCmXa,LAFAGS272071,R_22JNj6D74gca7jG,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Aguascalientes,Hombre,-
R_217fN3zZnJNSdmi,IMTQRO195001,R_3MJz1Zn0I8dlbIL,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_BKTLr1EAnQbW1pL,IIAQRO192016,R_27DKZwuAZaSZoQ5,IIA,Ingeniero en Industrias Alimentarias,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Querétaro,Hombre,0
R_SIzueYhChb7lwSB,IMTGDL238323,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2wjhpjk4M5gktcY,LPLMTY286222,-,LPL,Licenciado en Ciencia Política,Gobierno y Ciencias Sociales,Profesional,2016,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_1kTg9I6ACh0UM0W,MA-86087,R_pSmJIhAGj9X7adr,MA,Maestría en Administración,Negocios,Maestría,2010,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_2YnUPFwgeeXDBpi,LINGDL251210,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_SPmLUSaGmQOzfl7,MMTCCV94029,-,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2003,00´s,00´s - 1,ITESM Campus Central de Ver.,Mujer,0
R_1FzZYU8fG9S1SPU,LEMCVA90489,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2001,00´s,00´s - 1,ITESM Campus Cuernavaca,Hombre,0
R_2Cy8gM8NUVzBZzD,ICMTY176734,R_1f7Sxv6aaL6jqXG,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_2TpfTNxpUjd6hsN,IMAMTY250164,R_1mLyg5WSAKjTOWr,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_1qb03FeSc8YVq7k,IECMTY23536,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1983,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,0
R_9oDWCQMeLv9xsmR,LSCMTY32909,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_1ogOBISzFHHLI4N,IMTCDJ232823,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Ciudad Juárez,Hombre,-
R_2qxfQFHQHWyuqu4,LAEQRO55261,R_3MoIPvdLFxcSKvV,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Querétaro,Hombre,-
R_1pQ08g6gwYE7Lz7,IMTSON196932,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2012,01´s,01´s - 1,ITESM Campus Sonora Norte,Hombre,-
R_111KGqudCTMuvAB,LEDCEM112791,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2008,00´s,00´s - 2,ITESM Campus Estado de México,Hombre,0
R_3p4KdRUO6Bwcjbb,LAFGDL151212,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2006,00´s,00´s - 2,ITESM Campus Guadalajara,Mujer,-
R_cHZ6OYXXRhg0WR3,MIMMTY40895,-,MIM,Maestría en Ciencias con especialidad en Ingeniería Mecánica,Ingeniería y Ciencias,Maestría,2001,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_3j96XeoonXZe4Tc,DEHMTY85000,-,DEH,Doctorado en Estudios Humanísticos,Humanidades y Educación,Doctorado,2013,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,0
R_bvDtoxolCPxMgox,LDIQRO192387,-,LDI,Licenciado en Diseño Industrial,Arquitectura y Diseño,Profesional,2009,00´s,00´s - 2,ITESM Campus Querétaro,Mujer,0
R_1duhR4DkPxfFeH2,MEE-278225,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_33g1Z9Paa7C0A0q,IISQRO192789,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_21uCiHCGaUGyYBM,MAD-280078,R_aVNQ7QL14LojDCF,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_1P0I24qbj8BqCGC,MEDMTY37015,-,MED,Maestría en Educación,Humanidades y Educación,Maestría,2003,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_DTcwN9uxv4LGXS1,MCCCEM97747,-,MCC,Maestría en Ciencias de la Computación,Ingeniería y Ciencias,Maestría,2002,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_24HSweTecmQonT3,DEHCCM78488,-,DEH,Doctorado en Estudios Humanísticos,Humanidades y Educación,Doctorado,2009,00´s,00´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_cOSI1VebZTH6r2p,MTI-114026,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_3nH6S70U22UkG0s,MEH-84998,R_24737TBKTZMsA4x,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Hombre,0
R_ujMmV1MuhEjcGM9,LINCHI167492,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Chihuahua,Hombre,-
R_1kXFLVySVllYalP,IECQRO59014,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2001,00´s,00´s - 1,ITESM Campus Querétaro,Hombre,0
R_9YpE9pDsURyqiTn,MCCCEM117510,-,MCC,Maestría en Ciencias de la Computación,Ingeniería y Ciencias,Maestría,1991,90´s,90´s - 1,ITESM Campus Estado de México,Hombre,-
R_337IeQYzb8PgYKX,LAFGDL164156,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,0
R_3hxYPbHC70j8jfS,MACEM98173,-,MA,Maestría en Administración,Negocios,Maestría,2002,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_2ypDPY9R4gY1WYb,MTE-279714,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_09uxvhvs3RARi9P,MAMTY39777,R_CeskGjJ1uX7IqGZ,MA,Maestría en Administración,Negocios,Maestría,2009,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1BRizjzZyaGW8kH,IMTSAL224459,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Saltillo,Hombre,-
R_3Maip0zvgV4ZhIv,MMT-92136,-,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_s4CYksDFwVuG8KJ,DCICEM195181,-,DCI,Doctorado en Ciencias de Ingeniería,Ingeniería y Ciencias,Doctorado,2017,01´s,01´s - 2,ITESM Campus Estado de México,Mujer,-
R_2w1ud0XMPcFpxjW,MA COB78647,-,MA,Maestría en Administración,Negocios,Maestría,2005,00´s,00´s - 2,ITESM Campus Ciudad Obregón,Hombre,0
R_3dXp2u15CBrUoOV,MER-95366,-,MER,Maestría en Administración de la Energía y sus Fuentes Renovables,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_78S7gJ99H7eBkVH,MATOL260859,R_2xVQFV78ggFs8Q1,MA,Maestría en Administración,Negocios,Maestría,2008,00´s,00´s - 2,ITESM Campus Toluca,Hombre,-
R_3pg1BdVr69xnyBd,MIP-281024,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_2YyN9L4wUyB7p6Q,IISQRO220612,R_PwISVsDKtDixBTz,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_1F9UxNdqq8nBzGX,LCCQRO57006,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Querétaro,Hombre,-
R_SAUFt6soN8hyiEF,MBAEGADE286679,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2017,01´s,01´s - 2,Sede EGADE Business School,Hombre,-
R_3lxXJkjnXGCP6ob,IISSON52384,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Sonora Norte,Mujer,-
R_sNArMfhBbarnybT,EBTCHI65755,-,EBT,Especialidad en Bibliotecología y Ciencias de la Información,Ingeniería y Ciencias,Especialidad,2001,00´s,00´s - 1,ITESM Campus Chihuahua,Mujer,0
R_1Gl4KqCEv4QdwEp,MTIMTY43864,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_2CB7NNKtXS6sJSJ,IBTQRO237176,-,IBT,Ingeniero en Biotecnología,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Querétaro,Hombre,-
R_1igIpIqYt2QNvJJ,LMCLEO136051,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_ZrCU7EOXXONqCTT,IFIMTY282682,-,IFI,Ingeniero Físico Industrial,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_1M6CMElzgd3O0Se,IISLEO79540,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus León,Hombre,-
R_30uxl7he56CZbu0,IMAMTY11292,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1977,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_vwtHW4KLFlCI5tD,LCCQRO53623,R_3PLydBPZxnotHYb,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Querétaro,Mujer,-
R_2Yx0c7yBfFwrZ0s,ISEMTY27208,R_bxSPmNN20Ne6Klz,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_1dcde1GE9Fwtr6e,MEE-288501,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_eG7bKtZeLsektTr,MER-280074,-,MER,Maestría en Administración de la Energía y sus Fuentes Renovables,Ingeniería y Ciencias,Maestría,2016,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_O7L0JeNioJUhQGd,LLEMTY258330,-,LLE,Licenciado en Lengua y Literatura Hispánicas,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_3hA51OeGInNFeBo,IFIMTY108576,-,IFI,Ingeniero Físico Industrial,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1ifEItTIqLcvkfL,LEMSLP255138,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus San Luis Potosí,Mujer,-
R_1lmEALClRcnLtn1,LCCCCM223665,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2006,00´s,00´s - 2,ITESM Campus Ciudad de México,Mujer,-
R_RVpg6tR34E2hx7j,ICCHI287677,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Chihuahua,Hombre,-
R_2npHJRaySSPbItj,ISCGDL151077,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_12ur8IPcQFvX4Gj,IEMTY7731,-,IE,Ingeniero Electricista,Ingeniería y Ciencias,Profesional,1971,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_2e4KpbR54QzGcJn,LEMQRO266076,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_p5bJeq9c73mLhAt,MTE-273669,R_2YgqfHaeYW7DsXC,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_wNrL7kUPdFmfLl7,IMTMTY146602,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_2CKFzrgY1frFYgz,MBAEGADE286987,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2015,01´s,01´s - 2,Sede EGADE Business School,Mujer,-
